Date, Open, High, Low, Close
12/30/05, 8212.82, 8212.82, 8157.08, 8166.90
12/29/05, 8190.49, 8217.44, 8188.49, 8212.82
12/28/05, 8230.19, 8230.19, 8183.83, 8190.49
12/27/05, 8206.31, 8233.68, 8206.31, 8230.19
12/23/05, 8138.32, 8224.33, 8138.32, 8206.31
12/22/05, 8132.33, 8158.14, 8122.58, 8138.32
12/21/05, 8097.49, 8152.94, 8095.51, 8132.33
12/20/05, 8120.73, 8120.73, 8077.87, 8097.49
12/19/05, 8127.22, 8137.87, 8091.63, 8120.73
12/16/05, 8046.17, 8132.01, 8040.02, 8127.22
12/15/05, 8091.33, 8091.45, 8032.91, 8046.17
12/14/05, 8051.92, 8099.04, 8042.99, 8091.33
12/13/05, 8026.11, 8062.91, 8016.65, 8051.92
12/12/05, 8041.17, 8103.03, 8021.62, 8026.11
12/09/05, 8077.60, 8083.93, 8035.11, 8041.17
12/08/05, 8051.01, 8107.02, 8049.32, 8077.60
12/07/05, 7915.22, 8075.87, 7915.22, 8051.01
12/05/05, 7874.01, 7955.26, 7874.01, 7915.22
12/02/05, 7840.30, 7969.32, 7840.30, 7874.01
12/01/05, 7724.02, 7840.70, 7724.02, 7840.30
11/30/05, 7756.00, 7756.02, 7722.86, 7724.02
11/29/05, 7796.21, 7796.21, 7732.27, 7756.00
11/28/05, 7848.53, 7874.83, 7796.21, 7796.21
11/25/05, 7800.82, 7863.04, 7800.82, 7848.53
11/24/05, 7809.30, 7821.85, 7766.04, 7800.82
11/23/05, 7748.20, 7813.59, 7742.24, 7809.30
11/22/05, 7740.75, 7767.64, 7740.51, 7748.20
11/21/05, 7719.44, 7757.87, 7716.39, 7740.75
11/18/05, 7699.61, 7756.55, 7699.61, 7719.44
11/17/05, 7643.40, 7717.70, 7643.40, 7699.61
11/16/05, 7699.83, 7699.83, 7638.07, 7643.40
11/15/05, 7782.07, 7782.07, 7694.14, 7699.83
11/14/05, 7760.59, 7798.25, 7760.59, 7782.07
11/11/05, 7680.25, 7762.08, 7680.25, 7760.59
11/10/05, 7677.21, 7720.54, 7674.24, 7680.25
11/09/05, 7663.72, 7706.11, 7656.34, 7677.21
11/08/05, 7682.09, 7705.02, 7652.94, 7663.72
11/07/05, 7700.91, 7707.09, 7643.80, 7682.09
11/04/05, 7660.21, 7719.90, 7660.20, 7700.91
11/03/05, 7578.35, 7669.46, 7571.74, 7660.21
11/02/05, 7571.10, 7583.73, 7538.44, 7578.35
11/01/05, 7525.63, 7586.09, 7525.63, 7571.10
10/31/05, 7319.17, 7525.63, 7319.17, 7525.63
10/28/05, 7313.92, 7337.00, 7250.72, 7319.17
10/27/05, 7404.86, 7404.86, 7307.23, 7313.92
10/26/05, 7366.44, 7404.86, 7360.30, 7404.86
10/25/05, 7349.41, 7412.32, 7349.41, 7366.44
10/24/05, 7249.09, 7356.08, 7249.09, 7349.41
10/21/05, 7320.40, 7322.92, 7237.41, 7249.09
10/20/05, 7453.02, 7567.67, 7301.10, 7320.40
10/19/05, 7596.83, 7596.83, 7428.94, 7453.02
10/18/05, 7586.86, 7629.14, 7576.95, 7596.83
10/17/05, 7562.55, 7617.15, 7562.55, 7586.86
10/14/05, 7577.49, 7619.92, 7520.45, 7562.55
10/13/05, 7713.48, 7728.40, 7571.78, 7577.49
10/12/05, 7748.86, 7763.54, 7701.05, 7713.48
10/11/05, 7720.15, 7778.55, 7672.94, 7748.86
10/10/05, 7675.81, 7781.03, 7675.54, 7720.15
10/07/05, 7715.11, 7719.05, 7674.25, 7675.81
10/06/05, 7836.95, 7836.95, 7670.99, 7715.11
10/05/05, 7918.54, 7926.50, 7833.10, 7836.95
10/04/05, 7930.52, 7948.74, 7898.68, 7918.54
10/03/05, 7869.94, 7930.52, 7867.96, 7930.52
09/30/05, 7769.05, 7877.15, 7768.36, 7869.94
09/29/05, 7769.38, 7807.03, 7746.96, 7769.05
09/28/05, 7760.89, 7780.05, 7712.35, 7769.38
09/27/05, 7790.21, 7819.76, 7751.86, 7760.89
09/26/05, 7744.26, 7803.11, 7744.26, 7790.21
09/23/05, 7738.56, 7755.13, 7713.30, 7744.26
09/22/05, 7719.33, 7744.85, 7683.40, 7738.56
09/21/05, 7789.82, 7817.15, 7717.27, 7719.33
09/20/05, 7745.61, 7795.33, 7745.61, 7789.82
09/19/05, 7707.04, 7758.58, 7705.44, 7745.61
09/16/05, 7714.22, 7727.19, 7583.74, 7707.04
09/15/05, 7718.91, 7745.81, 7706.40, 7714.22
09/14/05, 7703.04, 7755.78, 7703.04, 7718.91
09/13/05, 7573.85, 7747.71, 7569.32, 7703.04
09/12/05, 7549.62, 7584.63, 7543.33, 7573.85
09/09/05, 7479.05, 7554.47, 7474.53, 7549.62
09/08/05, 7505.32, 7541.66, 7472.63, 7479.05
09/07/05, 7473.90, 7516.31, 7463.03, 7505.32
09/06/05, 7435.37, 7477.54, 7368.83, 7473.90
09/05/05, 7402.31, 7447.36, 7380.72, 7435.37
09/02/05, 7409.20, 7446.36, 7385.15, 7402.31
09/01/05, 7357.47, 7434.68, 7357.47, 7409.20
08/31/05, 7273.64, 7361.81, 7273.64, 7357.47
08/30/05, 7241.70, 7310.92, 7228.77, 7273.64
08/29/05, 7229.74, 7245.07, 7195.85, 7241.70
08/26/05, 7276.05, 7298.87, 7229.55, 7229.74
08/25/05, 7319.21, 7319.21, 7270.85, 7276.05
08/24/05, 7353.60, 7388.68, 7308.08, 7319.21
08/23/05, 7376.60, 7387.39, 7353.38, 7353.60
08/22/05, 7356.08, 7391.08, 7347.41, 7376.60
08/19/05, 7278.71, 7361.01, 7278.71, 7356.08
08/18/05, 7285.94, 7308.86, 7223.98, 7278.71
08/17/05, 7336.91, 7364.63, 7268.39, 7285.94
08/16/05, 7385.06, 7423.41, 7327.85, 7336.91
08/15/05, 7410.18, 7432.48, 7381.13, 7385.06
08/12/05, 7399.01, 7446.93, 7393.67, 7410.18
08/11/05, 7477.58, 7477.58, 7385.38, 7399.01
08/10/05, 7412.85, 7480.89, 7408.53, 7477.58
08/09/05, 7355.80, 7429.81, 7355.80, 7412.85
08/08/05, 7307.32, 7398.50, 7307.32, 7355.80
08/05/05, 7350.07, 7364.33, 7305.35, 7307.32
08/04/05, 7385.99, 7417.36, 7330.48, 7350.07
08/03/05, 7380.83, 7391.18, 7329.43, 7385.99
08/02/05, 7331.54, 7381.39, 7328.47, 7380.83
08/01/05, 7353.84, 7401.13, 7319.94, 7331.54
07/29/05, 7354.05, 7395.50, 7333.55, 7353.84
07/28/05, 7291.43, 7393.30, 7291.43, 7354.05
07/27/05, 7196.55, 7305.04, 7196.55, 7291.43
07/26/05, 7175.31, 7258.43, 7144.89, 7196.55
07/25/05, 7178.82, 7204.54, 7145.34, 7175.31
07/22/05, 7242.10, 7258.78, 7161.66, 7178.82
07/21/05, 7519.61, 7568.53, 7187.79, 7242.10
07/20/05, 7579.46, 7589.46, 7491.04, 7519.61
07/19/05, 7475.22, 7598.12, 7467.54, 7579.46
07/18/05, 7486.18, 7531.47, 7465.21, 7475.22
07/15/05, 7480.58, 7523.43, 7446.83, 7486.18
07/14/05, 7488.59, 7523.09, 7452.34, 7480.58
07/13/05, 7421.23, 7520.89, 7421.23, 7488.59
07/12/05, 7456.33, 7471.71, 7391.40, 7421.23
07/11/05, 7398.61, 7466.60, 7398.61, 7456.33
07/08/05, 7266.93, 7425.51, 7266.93, 7398.61
07/07/05, 7362.93, 7418.02, 7157.94, 7266.93
07/06/05, 7309.86, 7425.25, 7308.32, 7362.93
07/05/05, 7293.77, 7317.55, 7281.03, 7309.86
07/04/05, 7267.69, 7308.71, 7267.69, 7293.77
07/01/05, 7241.04, 7317.59, 7190.01, 7267.69
06/30/05, 7275.25, 7280.83, 7231.64, 7241.04
06/29/05, 7214.10, 7300.23, 7214.10, 7275.25
06/28/05, 7169.27, 7215.37, 7165.30, 7214.10
06/27/05, 7317.77, 7317.78, 7147.81, 7169.27
06/23/05, 7305.84, 7357.84, 7299.33, 7317.77
06/22/05, 7264.09, 7340.57, 7264.09, 7305.84
06/21/05, 7222.47, 7266.14, 7222.47, 7264.09
06/20/05, 7226.30, 7239.12, 7206.24, 7222.47
06/17/05, 7226.05, 7263.10, 7217.84, 7226.30
06/16/05, 7167.51, 7230.40, 7167.51, 7226.05
06/15/05, 7209.72, 7211.70, 7156.98, 7167.51
06/14/05, 7153.89, 7212.14, 7142.00, 7209.72
06/13/05, 7127.56, 7169.49, 7127.56, 7153.89
06/10/05, 7068.20, 7139.36, 7068.20, 7127.56
06/09/05, 7093.91, 7100.58, 7064.63, 7068.20
06/08/05, 7106.29, 7113.59, 7073.01, 7093.91
06/07/05, 7036.50, 7106.54, 7036.50, 7106.29
06/06/05, 7089.07, 7089.07, 7028.82, 7036.50
06/03/05, 7107.34, 7126.35, 7080.47, 7089.07
06/02/05, 7095.55, 7122.66, 7089.83, 7107.34
06/01/05, 6990.17, 7096.36, 6990.17, 7095.55
05/31/05, 6999.33, 7029.20, 6988.17, 6990.17
05/30/05, 6994.45, 7001.05, 6978.52, 6999.33
05/27/05, 6960.02, 6994.95, 6954.37, 6994.45
05/26/05, 6917.91, 6960.13, 6909.48, 6960.02
05/25/05, 6983.16, 6989.12, 6916.70, 6917.91
05/24/05, 6972.94, 6983.16, 6938.74, 6983.16
05/23/05, 6942.07, 6982.48, 6942.07, 6972.94
05/20/05, 6950.69, 6956.77, 6915.44, 6942.07
05/19/05, 6933.18, 6953.47, 6911.15, 6950.69
05/18/05, 6809.76, 6937.14, 6809.76, 6933.18
05/17/05, 6817.21, 6827.15, 6794.18, 6809.76
05/16/05, 6796.66, 6825.74, 6776.07, 6817.21
05/13/05, 6758.80, 6802.05, 6755.99, 6796.66
05/12/05, 6715.69, 6779.34, 6715.69, 6758.80
05/11/05, 6729.77, 6744.57, 6692.61, 6715.69
05/10/05, 6764.00, 6790.35, 6703.88, 6729.77
05/09/05, 6736.47, 6771.16, 6715.92, 6764.00
05/06/05, 6600.15, 6741.59, 6600.15, 6736.47
05/04/05, 6554.34, 6607.84, 6554.26, 6600.15
05/03/05, 6556.38, 6572.43, 6550.99, 6554.34
05/02/05, 6509.33, 6563.46, 6509.33, 6556.38
04/29/05, 6519.79, 6519.79, 6472.59, 6509.33
04/28/05, 6525.60, 6573.73, 6492.13, 6519.79
04/27/05, 6622.72, 6622.72, 6492.12, 6525.60
04/26/05, 6658.90, 6659.90, 6604.81, 6622.72
04/25/05, 6632.15, 6661.06, 6610.41, 6658.90
04/22/05, 6564.36, 6660.63, 6564.36, 6632.15
04/21/05, 6481.92, 6617.51, 6461.68, 6564.36
04/20/05, 6430.54, 6507.90, 6430.54, 6481.92
04/19/05, 6358.27, 6454.64, 6358.27, 6430.54
04/18/05, 6445.04, 6445.04, 6300.73, 6358.27
04/15/05, 6596.97, 6596.97, 6437.09, 6445.04
04/14/05, 6618.96, 6618.96, 6575.23, 6596.97
04/13/05, 6598.06, 6637.75, 6598.06, 6618.96
04/12/05, 6626.82, 6626.82, 6591.46, 6598.06
04/11/05, 6664.51, 6664.51, 6613.09, 6626.82
04/08/05, 6675.38, 6683.33, 6632.81, 6664.51
04/07/05, 6595.64, 6699.33, 6595.64, 6675.38
04/06/05, 6568.19, 6602.14, 6561.91, 6595.64
04/05/05, 6512.76, 6569.34, 6512.76, 6568.19
04/04/05, 6593.04, 6593.04, 6494.49, 6512.76
04/01/05, 6594.54, 6609.75, 6562.67, 6593.04
03/31/05, 6574.75, 6634.76, 6574.75, 6594.54
03/30/05, 6599.14, 6599.14, 6552.39, 6574.75
03/29/05, 6574.14, 6599.14, 6547.67, 6599.14
03/24/05, 6564.54, 6583.78, 6515.04, 6574.14
03/23/05, 6638.69, 6638.69, 6532.78, 6564.54
03/22/05, 6662.28, 6678.60, 6630.64, 6638.69
03/21/05, 6700.66, 6718.45, 6658.15, 6662.28
03/18/05, 6718.13, 6728.95, 6694.07, 6700.66
03/17/05, 6695.13, 6724.89, 6673.35, 6718.13
03/16/05, 6788.36, 6790.40, 6695.10, 6695.13
03/15/05, 6736.03, 6792.24, 6736.03, 6788.36
03/14/05, 6737.42, 6760.99, 6718.72, 6736.03
03/11/05, 6721.61, 6764.71, 6721.61, 6737.42
03/10/05, 6767.17, 6767.17, 6716.11, 6721.61
03/09/05, 6763.64, 6811.31, 6757.84, 6767.17
03/08/05, 6793.63, 6795.27, 6745.69, 6763.64
03/07/05, 6771.20, 6804.64, 6759.66, 6793.63
03/04/05, 6717.32, 6779.08, 6707.02, 6771.20
03/03/05, 6709.79, 6725.11, 6690.58, 6717.32
03/02/05, 6704.04, 6710.90, 6673.89, 6709.79
03/01/05, 6679.89, 6707.83, 6659.01, 6704.04
02/28/05, 6684.85, 6722.40, 6669.82, 6679.89
02/25/05, 6605.14, 6691.55, 6605.13, 6684.85
02/24/05, 6570.48, 6617.69, 6570.48, 6605.14
02/23/05, 6648.06, 6648.17, 6570.48, 6570.48
02/22/05, 6617.22, 6651.76, 6582.67, 6648.06
02/21/05, 6654.32, 6664.60, 6616.99, 6617.22
02/18/05, 6631.17, 6654.32, 6609.43, 6654.32
02/17/05, 6649.99, 6667.69, 6630.37, 6631.17
02/16/05, 6669.63, 6673.85, 6618.24, 6649.99
02/15/05, 6635.82, 6679.30, 6629.46, 6669.63
02/14/05, 6643.35, 6667.78, 6609.26, 6635.82
02/11/05, 6571.30, 6646.07, 6571.30, 6643.35
02/10/05, 6615.14, 6617.43, 6569.76, 6571.30
02/09/05, 6597.89, 6631.35, 6580.12, 6615.14
02/08/05, 6558.21, 6605.54, 6558.21, 6597.89
02/07/05, 6522.09, 6573.10, 6522.09, 6558.21
02/04/05, 6498.59, 6525.04, 6466.47, 6522.09
02/03/05, 6437.04, 6524.30, 6431.67, 6498.59
02/02/05, 6376.01, 6444.70, 6376.01, 6437.04
02/01/05, 6314.22, 6376.07, 6289.02, 6376.01
01/31/05, 6254.32, 6314.57, 6254.32, 6314.22
01/28/05, 6283.99, 6330.97, 6248.45, 6254.32
01/27/05, 6139.99, 6341.66, 6108.51, 6283.99
01/26/05, 6105.27, 6142.11, 6096.88, 6139.99
01/25/05, 6084.13, 6115.41, 6064.57, 6105.27
01/24/05, 6114.37, 6134.31, 6056.20, 6084.13
01/21/05, 6135.03, 6135.03, 6078.48, 6114.37
01/20/05, 6250.88, 6250.88, 6107.78, 6135.03
01/19/05, 6281.94, 6285.41, 6227.34, 6250.88
01/18/05, 6292.25, 6292.25, 6239.78, 6281.94
01/17/05, 6232.89, 6305.72, 6232.89, 6292.25
01/14/05, 6215.33, 6247.78, 6202.09, 6232.89
01/13/05, 6198.11, 6235.97, 6192.62, 6215.33
01/12/05, 6263.09, 6280.84, 6180.03, 6198.11
01/11/05, 6336.32, 6339.79, 6244.89, 6263.09
01/10/05, 6293.83, 6347.37, 6293.83, 6336.32
01/07/05, 6245.53, 6336.21, 6245.53, 6293.83
01/05/05, 6281.31, 6281.40, 6225.34, 6245.53
01/04/05, 6261.11, 6305.15, 6250.87, 6281.31
01/03/05, 6228.11, 6328.57, 6227.64, 6261.11
12/30/04, 6227.81, 6230.89, 6204.55, 6228.11
12/29/04, 6235.43, 6252.83, 6215.75, 6227.81
12/28/04, 6244.29, 6249.43, 6214.71, 6235.43
12/27/04, 6273.99, 6273.99, 6232.42, 6244.29
12/23/04, 6264.66, 6285.80, 6235.37, 6273.99
12/22/04, 6210.47, 6268.32, 6210.47, 6264.66
12/21/04, 6148.24, 6227.58, 6148.24, 6210.47
12/20/04, 6077.01, 6154.00, 6077.01, 6148.24
12/17/04, 6158.34, 6162.77, 6066.80, 6077.01
12/16/04, 6184.94, 6200.63, 6152.33, 6158.34
12/15/04, 6202.62, 6248.18, 6184.73, 6184.94
12/14/04, 6209.94, 6249.71, 6186.02, 6202.62
12/13/04, 6247.99, 6264.79, 6186.47, 6209.94
12/10/04, 6254.90, 6286.91, 6240.23, 6247.99
12/09/04, 6334.52, 6334.52, 6218.14, 6254.90
12/08/04, 6416.47, 6416.47, 6324.98, 6334.52
12/07/04, 6400.86, 6432.02, 6368.07, 6416.47
12/03/04, 6467.68, 6484.11, 6387.96, 6400.86
12/02/04, 6412.33, 6469.38, 6412.33, 6467.68
12/01/04, 6390.48, 6412.33, 6339.24, 6412.33
11/30/04, 6419.30, 6432.09, 6383.77, 6390.48
11/29/04, 6433.72, 6500.92, 6419.30, 6419.30
11/26/04, 6410.12, 6436.10, 6400.99, 6433.72
11/25/04, 6365.33, 6421.54, 6365.33, 6410.12
11/24/04, 6345.55, 6383.01, 6341.65, 6365.33
11/23/04, 6354.18, 6400.54, 6343.67, 6345.55
11/22/04, 6389.20, 6389.20, 6318.73, 6354.18
11/19/04, 6441.94, 6465.86, 6384.88, 6389.20
11/18/04, 6430.23, 6447.73, 6390.19, 6441.94
11/17/04, 6346.62, 6431.64, 6346.62, 6430.23
11/16/04, 6401.89, 6404.21, 6330.05, 6346.62
11/15/04, 6409.15, 6438.28, 6384.15, 6401.89
11/12/04, 6414.86, 6460.89, 6404.32, 6409.15
11/11/04, 6338.11, 6425.04, 6338.11, 6414.86
11/10/04, 6261.75, 6358.60, 6261.74, 6338.11
11/09/04, 6223.34, 6282.12, 6223.34, 6261.75
11/08/04, 6249.57, 6260.04, 6223.10, 6223.34
11/05/04, 6196.39, 6295.54, 6196.39, 6249.57
11/04/04, 6210.46, 6213.10, 6168.16, 6196.39
11/03/04, 6203.74, 6245.51, 6198.32, 6210.46
11/02/04, 6174.47, 6214.65, 6166.66, 6203.74
11/01/04, 6104.40, 6174.47, 6097.49, 6174.47
10/29/04, 6092.29, 6146.83, 6092.29, 6104.40
10/28/04, 5973.97, 6127.20, 5973.97, 6092.29
10/27/04, 5973.97, 6072.20, 5877.33, 5973.97
10/26/04, 5982.12, 6004.62, 5959.87, 5973.97
10/25/04, 6071.60, 6071.60, 5971.60, 5982.12
10/22/04, 6039.18, 6106.55, 6023.58, 6071.60
10/21/04, 6015.77, 6051.97, 5993.07, 6039.18
10/20/04, 6123.98, 6123.98, 6012.36, 6015.77
10/19/04, 5994.94, 6143.02, 5994.94, 6123.98
10/18/04, 6029.44, 6050.94, 5991.69, 5994.94
10/15/04, 5972.41, 6040.93, 5950.46, 6029.44
10/14/04, 5960.80, 6001.22, 5836.17, 5972.41
10/13/04, 5880.11, 5975.93, 5880.11, 5960.80
10/12/04, 5935.54, 5935.54, 5867.02, 5880.11
10/11/04, 5935.23, 5935.54, 5890.54, 5935.54
10/08/04, 5980.38, 5980.38, 5921.67, 5935.23
10/07/04, 5951.81, 5997.94, 5951.81, 5980.38
10/06/04, 5969.81, 5981.87, 5934.04, 5951.81
10/05/04, 5981.63, 6000.94, 5952.15, 5969.81
10/04/04, 5914.04, 5991.70, 5914.04, 5981.63
10/01/04, 5782.64, 5915.94, 5782.64, 5914.04
09/30/04, 5774.78, 5845.18, 5774.78, 5782.64
09/29/04, 5719.55, 5786.36, 5719.10, 5774.78
09/28/04, 5740.65, 5740.65, 5695.75, 5719.55
09/27/04, 5776.74, 5780.84, 5718.53, 5740.65
09/24/04, 5763.12, 5789.69, 5739.09, 5776.74
09/23/04, 5816.94, 5824.74, 5735.77, 5763.12
09/22/04, 5852.89, 5855.71, 5811.10, 5816.94
09/21/04, 5865.36, 5879.32, 5843.45, 5852.89
09/20/04, 5850.06, 5868.12, 5818.96, 5865.36
09/17/04, 5815.91, 5869.71, 5814.99, 5850.06
09/16/04, 5783.88, 5820.32, 5768.51, 5815.91
09/15/04, 5811.60, 5834.93, 5787.36, 5787.50
09/14/04, 5826.38, 5854.72, 5802.11, 5811.60
09/13/04, 5789.01, 5826.60, 5788.30, 5826.38
09/10/04, 5770.16, 5807.50, 5764.59, 5789.01
09/09/04, 5629.95, 5839.95, 5561.95, 5770.16
09/08/04, 5609.96, 5659.76, 5585.15, 5629.95
09/07/04, 5606.35, 5637.81, 5588.70, 5609.96
09/06/04, 5574.45, 5628.09, 5572.52, 5606.35
09/03/04, 5524.95, 5592.54, 5493.65, 5574.45
09/02/04, 5458.00, 5533.02, 5436.14, 5524.95
09/01/04, 5437.40, 5471.74, 5435.01, 5458.00
08/31/04, 5476.18, 5477.07, 5428.71, 5437.40
08/30/04, 5482.08, 5490.93, 5468.64, 5476.18
08/27/04, 5479.08, 5488.90, 5435.81, 5482.08
08/26/04, 5426.13, 5500.39, 5426.13, 5479.08
08/25/04, 5436.11, 5453.83, 5418.60, 5426.13
08/24/04, 5442.39, 5464.40, 5430.35, 5436.11
08/23/04, 5368.82, 5444.92, 5368.79, 5442.39
08/20/04, 5393.07, 5393.17, 5331.42, 5368.82
08/19/04, 5362.04, 5397.82, 5359.19, 5393.07
08/18/04, 5358.25, 5366.05, 5310.62, 5362.04
08/17/04, 5291.38, 5363.09, 5290.05, 5358.25
08/16/04, 5250.46, 5305.86, 5218.18, 5291.38
08/13/04, 5228.94, 5264.75, 5205.64, 5250.46
08/12/04, 5275.25, 5306.27, 5208.35, 5228.94
08/11/04, 5299.10, 5326.16, 5256.62, 5275.25
08/10/04, 5247.65, 5302.70, 5237.29, 5299.10
08/09/04, 5291.36, 5322.85, 5227.43, 5247.65
08/06/04, 5425.19, 5430.74, 5287.25, 5291.36
08/05/04, 5413.51, 5451.91, 5411.42, 5425.19
08/04/04, 5449.82, 5451.04, 5375.40, 5413.51
08/03/04, 5410.41, 5453.51, 5410.41, 5449.82
08/02/04, 5425.45, 5425.72, 5370.19, 5410.41
07/30/04, 5401.41, 5430.70, 5385.22, 5425.45
07/29/04, 5335.67, 5401.41, 5327.98, 5401.41
07/28/04, 5348.37, 5408.48, 5328.60, 5335.67
07/27/04, 5326.77, 5357.87, 5311.05, 5348.37
07/26/04, 5318.05, 5343.41, 5305.92, 5326.77
07/23/04, 5321.01, 5348.39, 5309.79, 5318.05
07/22/04, 5419.17, 5419.89, 5313.13, 5321.01
07/21/04, 5358.19, 5433.46, 5358.19, 5419.17
07/20/04, 5323.04, 5360.41, 5293.48, 5358.19
07/19/04, 5371.38, 5385.95, 5323.04, 5323.04
07/16/04, 5389.97, 5409.87, 5318.41, 5371.38
07/15/04, 5690.63, 5769.49, 5253.72, 5389.97
07/14/04, 5741.74, 5741.74, 5676.07, 5690.63
07/13/04, 5755.95, 5784.23, 5732.65, 5741.74
07/12/04, 5801.87, 5840.55, 5747.07, 5755.95
07/09/04, 5781.60, 5809.60, 5736.78, 5801.87
07/08/04, 5743.85, 5802.68, 5743.84, 5781.60
07/07/04, 5766.09, 5771.87, 5715.12, 5743.85
07/06/04, 5810.99, 5825.18, 5681.14, 5766.09
07/05/04, 5817.89, 5832.95, 5800.37, 5810.99
07/02/04, 5882.38, 5890.28, 5817.36, 5817.89
07/01/04, 5858.00, 5951.71, 5857.98, 5882.38
06/30/04, 5812.00, 5905.66, 5812.00, 5858.00
06/29/04, 5818.95, 5820.77, 5763.97, 5812.00
06/28/04, 5792.10, 5830.89, 5776.86, 5818.95
06/24/04, 5754.34, 5816.52, 5754.34, 5792.10
06/23/04, 5717.58, 5775.75, 5717.58, 5754.34
06/22/04, 5757.68, 5757.96, 5716.30, 5717.58
06/21/04, 5745.20, 5771.62, 5735.68, 5757.68
06/18/04, 5701.25, 5748.99, 5675.36, 5745.20
06/17/04, 5728.40, 5734.11, 5676.93, 5701.25
06/16/04, 5750.55, 5779.25, 5723.78, 5728.40
06/15/04, 5726.54, 5764.96, 5695.14, 5750.55
06/14/04, 5809.44, 5832.07, 5718.19, 5726.54
06/11/04, 5765.37, 5821.41, 5765.09, 5809.44
06/10/04, 5777.62, 5777.62, 5742.95, 5765.37
06/09/04, 5738.30, 5786.92, 5734.67, 5777.62
06/08/04, 5734.86, 5793.31, 5707.77, 5738.30
06/07/04, 5644.09, 5739.17, 5644.09, 5734.86
06/04/04, 5567.50, 5658.89, 5566.65, 5644.09
06/03/04, 5558.93, 5580.08, 5529.17, 5567.50
06/02/04, 5558.56, 5583.64, 5530.35, 5558.93
06/01/04, 5600.77, 5601.52, 5531.79, 5558.56
05/31/04, 5562.05, 5607.35, 5551.95, 5600.77
05/28/04, 5560.21, 5575.90, 5513.96, 5562.05
05/27/04, 5493.65, 5560.21, 5493.59, 5560.21
05/26/04, 5458.10, 5553.69, 5456.79, 5493.65
05/25/04, 5523.22, 5523.22, 5432.06, 5458.10
05/24/04, 5464.50, 5533.22, 5462.18, 5523.22
05/21/04, 5570.18, 5570.93, 5435.06, 5464.50
05/19/04, 5487.01, 5594.89, 5487.01, 5570.18
05/18/04, 5417.70, 5509.55, 5417.70, 5487.01
05/17/04, 5505.49, 5505.55, 5374.36, 5417.70
05/14/04, 5582.68, 5600.68, 5484.11, 5505.49
05/13/04, 5579.78, 5600.48, 5526.94, 5582.68
05/12/04, 5654.42, 5691.13, 5567.24, 5579.78
05/11/04, 5597.48, 5659.34, 5597.47, 5654.42
05/10/04, 5733.58, 5734.17, 5589.45, 5597.48
05/07/04, 5704.44, 5755.94, 5686.41, 5733.58
05/06/04, 5788.48, 5811.82, 5704.44, 5704.44
05/05/04, 5726.41, 5808.05, 5709.19, 5788.48
05/04/04, 5779.41, 5782.82, 5699.64, 5726.41
05/03/04, 5749.04, 5799.80, 5749.04, 5779.41
04/30/04, 5853.07, 5863.28, 5736.11, 5749.04
04/29/04, 5952.89, 5953.71, 5794.04, 5853.07
04/28/04, 6047.53, 6053.24, 5949.12, 5952.89
04/27/04, 6072.31, 6100.69, 6043.98, 6047.53
04/26/04, 6050.08, 6113.94, 6050.08, 6072.31
04/23/04, 6037.25, 6106.07, 6034.27, 6050.08
04/22/04, 5922.66, 6039.98, 5922.61, 6037.25
04/21/04, 6009.49, 6026.24, 5915.37, 5922.66
04/20/04, 5926.07, 6059.11, 5925.11, 6009.49
04/19/04, 5875.49, 5946.59, 5845.41, 5926.07
04/16/04, 6117.74, 6173.71, 5783.53, 5875.49
04/15/04, 6177.33, 6227.93, 6109.53, 6117.74
04/14/04, 6274.39, 6274.39, 6156.37, 6177.33
04/13/04, 6236.87, 6312.56, 6235.40, 6274.39
04/08/04, 6233.88, 6292.83, 6207.24, 6236.87
04/07/04, 6341.70, 6344.11, 6229.38, 6233.88
04/06/04, 6955.03, 7031.32, 6324.35, 6341.70
04/05/04, 6966.45, 7021.63, 6954.56, 6955.03
04/02/04, 6766.76, 6972.52, 6766.32, 6966.45
04/01/04, 6735.60, 6903.02, 6698.04, 6766.76
03/31/04, 6685.49, 6745.91, 6669.77, 6735.60
03/30/04, 6699.66, 6722.89, 6651.29, 6685.49
03/29/04, 6620.85, 6738.42, 6606.33, 6699.66
03/26/04, 6699.35, 6699.61, 6605.71, 6620.85
03/25/04, 6589.37, 6708.53, 6587.62, 6699.35
03/24/04, 6588.91, 6603.97, 6532.87, 6589.37
03/23/04, 6556.01, 6665.15, 6531.67, 6588.91
03/22/04, 6707.36, 6707.73, 6523.60, 6556.01
03/19/04, 6759.59, 6784.39, 6658.91, 6707.36
03/18/04, 6944.06, 6954.82, 6739.90, 6759.59
03/17/04, 6840.53, 6956.85, 6840.53, 6944.06
03/16/04, 6838.10, 6866.24, 6754.21, 6840.53
03/15/04, 6957.41, 7015.23, 6835.29, 6838.10
03/12/04, 6990.65, 7004.21, 6875.16, 6957.41
03/11/04, 7154.21, 7154.21, 6891.85, 6990.65
03/10/04, 7220.18, 7236.13, 7114.54, 7154.21
03/09/04, 7362.45, 7362.45, 7200.24, 7220.18
03/08/04, 7328.42, 7423.41, 7311.95, 7362.45
03/05/04, 7287.67, 7391.93, 7268.08, 7328.42
03/04/04, 7186.48, 7293.58, 7184.24, 7287.67
03/03/04, 7171.53, 7255.06, 7158.61, 7186.48
03/02/04, 7062.48, 7184.23, 7062.36, 7171.53
03/01/04, 7026.31, 7071.34, 6997.68, 7062.48
